BusinessName,ClosingTime,Capacity,Phone,Address,Location,LocationComment
"TRINITY ASHMONT RESTAURANT, LLC",1:00 AM,120,NULL,"1918 Dorchester Av, Dorchester MA","(42.2839257, -71.06456539999999)",IN THREE ROOMS; BAR AND DINING AREA IN FRONT OF PREMISES  KITCHEN AND STORAGE IN THE REAR.
"TEATRO, INC.",2:00 AM,126,NULL,"177 Tremont ST, Boston MA","(42.3529998, -71.0640533)",IN ONE ROOM ON FIRST FLOOR  WITH KITCHEN IN REAR; BASEMENT FOR STORAGE AND BATHROOMS; ENTRANCE IN FRONT  WITH EMERGENCY EXIT IN REAR.
"Z-LOVE, LLC",1:00 AM,53,NULL,"289 Dorchester St, South Boston MA","(42.332018, -71.052725)",ENTRANCE THROUGH WINDOW FOR STOCK; EMERGENCY EXIT IN REAR; IN ONE ROOM ON FIRST FLOOR; CELLAR FOR STOCK.
"KLK, INC.",NULL,36,NULL,"597 Centre St, Jamaica Plain MA","(42.3149085, -71.11430849999999)",IN ONE LARGE ROOM ON THE FIRST FLOOR; KITCHEN IN THE REAR; AND TO INCLUDE A SERVICE BAR FOR EMPLOYEES AND A BAR FOR PATRONS; STORAGE IN THE BASEMENT.
"BLIFIA ASSOCIATES, LLC",MIDNIGHT,36,NULL,"1746 Washington ST, Roxbury MA","(42.336465, -71.0765885)",IN ONE ROOM ON FIRST FLOOR WITH DINING AND A BAR SEATING FOR TEN PERSONS KITCHEN AND STORAGE IN THE REAR AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL - OCTOBER FOR 20 PATRONS BETWEEN THE HOURS OF 11:30 A.M. - 11:00 P.M.
"TERRAMIA, INC.",11:00 PM,39,NULL,"98 Salem St, Boston MA","(42.3640365, -71.05576599999999)",IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN AND STORAGE IN REAR; ALSO A BASEMENT FOR STOCK.
PRECIADO CORPORATION,11:00 PM,35,NULL,"26 Porter ST, East Boston MA","(42.3746613, -71.0378793)",IN ONE ROOM ON THE FIRST FLOOR; KITCHEN  STORAGE AND TAKE-OUT AREA IN THE REAR.
T.G.I. FRIDAY'S INC.,1:00 AM,235,NULL,"1 Brigham CIR, Boston MA","(42.33469179999999, -71.1033995)",IN TWO ROOMS ON THE FIRST FLOOR; KITCHEN PREP AREA AND STORAGE IN THE REAR WITH AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER FOR 24 PATRONS ON PRIVATE PROPERTY.
"Y&Y ENTERPRISES, INC.",11:00 PM,62,NULL,"132 Newbury ST, Boston MA","(42.3508948, -71.07672769999999)",IN TWO ROOMS IN THE BASEMENT WITH KITCHEN AND STORAGE IN REAR.
"C,T, M&W LLC",11:00 PM,40,NULL,"636 Beacon St, Boston MA","(42.3495923, -71.0952588)",IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER FOR 12 PATRONS ON PRIVATE PROPERTY BETWEEN THE HOURS OF 11:30 A.M. - 10:00 P.M.
THAITATION LLC,MIDNIGHT,44,NULL,"129 Jersey ST, Boston MA","(42.3423236, -71.0970103)",ONE ROOM USED FOR DINING AND KITCHEN ON FIRST FLOOR; STORAGE IN BASEMENT.  AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER FOR 8 PATRONS.
"RYTUBB, INC.",2:00 AM,180,(617)263-1449,"237 Washington ST, Boston MA","(42.3578877, -71.05822669999999)",In one room and storage on the Mezzanine Level and in one room and kitchen on the first floor.  With a mailing address of: 14 Pi Alley  Boston  MA 02108.  Capacity breakdown: ground fl - 96; mezzanine - 84.
"NINE THIRTY FOUR, INC.",1:00 AM,150,NULL,"934 Dorchester AV, Dorchester MA","(42.3189565, -71.0564857)",EXIT TO YARD; SIDE ENTRANCE TO CELLAR FOR STOCK  IN ONE ROOM ON THE FIRST FLOOR  ONE ROOM ON THE SECOND FLOOR.
"POSEIDON ENTERPRISES, INC.",1:00 AM,228,NULL,"88 Sleeper ST, Boston MA","(42.3538179, -71.04863929999999)",IN ONE ROOM  KITCHEN AND STORAGE AREA ON THE FIRST FLOOR WITH OUTSIDE DECK.  Capacity breakdown: 170 outside; 58 inside.
"GSTH INVESTMENT GROUP, LLC",2:00 AM,668,NULL,"51 Stuart ST, Boston MA","(42.3511995, -71.0641984)",Entrance and lobby first floor-emergency exit to Stuart St; Three rooms and kitchen 2nd floor; one room  corridor and lounge area on 3rd floor; stairways 2nd and 3rd floor; basement for storage. Total proposed capacity 800 with a 2:00 A.M. closing hour.  Capacity breakdown: 2nd fl - 323  no more tha
BAIRD HOSPITALITY LLC,2:00 AM,109,NULL,"15 Union ST, Boston MA","(42.36085, -71.056624)",In one room and kitchen on the first floor; Cellar for stock.
"B. STONE, INC.",1:00 AM,240,NULL,"1505 Dorchester Av, Dorchester MA","(42.2993062, -71.0607079)",Two rear entrances from yard for stock; in two rooms and kitchen on first floor; cellar for stock and  to include seasonal outdoor seating for 80 patrons from April through October.
"THE SUNSET BOCCE CLUB, INC.",1:00 AM,132,NULL,"65 Danny RD, Hyde Park MA","(42.2416807, -71.1403258)",In whole of said building.  CAPACITY BREAKDOWN: 1ST FLOOR - 58; 2ND FLOOR - 74.
"JAMES ASSOCIATES, INC.",1:00 AM,253,NULL,"734 E Broadway, South Boston MA","(42.3358778, -71.03593409999999)",734 E Broadway: entrance from hallway of 732 E Broadway for stock entrance to cellar at 734A E Broadway for stock-in one room and kitchen first floor; cellar for stock.
"M. COOKE, INC.",2:00 AM,200,NULL,"80 Atlantic Av, Boston MA","(42.362474, -71.0505556)",Two emergency exits leading to alleyway; in one room  kitchen and exterior deck on the first floor; closet area for stock.
BOSTONIAN HOTEL LIMITED PARTNERSHIP,2:00 AM,0,NULL,"20 North ST, Boston MA","(42.36069579999999, -71.0563511)",IN WHOLE OF SAID BUILDING; AND TO INCLUDE AN OUTSIDE SEASONAL TERRACE/PATIO FROM APRIL THROUGH OCTOBER FOR 24 PATRONS BETWEEN THE HOURS OF 8:00 A.M. - 11:00 P.M. EXCEPTING THEREFROM 1250 SQUARE FEET OF RETAIL SPACE ON FIRST FLOOR OF CORNER OF NORTH AND BLACKSTONE STREET.
"HERSHA HOSPITALITY MANAGEMENT, L.P.",2:00 AM,0,NULL,"119 Merrimac ST, Boston MA","(42.3638308, -71.0621239)",IN WHOLE OF SAID  FULL SERVICE  39  100 SF HOTEL WITH RESTAURANT AND LOUNGE AND FOUR ENTRANCES/EXITS.  ALSO  FOR THE APPROVAL OF A HOTEL MANAGEMENT AGREEMENT BETWEEN HHLP BULFINCH LESSEE  LLC AND HERSHA HOSPITALITY MANAGEMENT  L.P.
"378 CENTRE STREET, INC.",1:00 AM,92,NULL,"Centre St, Jamaica Plain MA","(42.3099321, -71.1152957)",Bulkhead entrance to cellar for stock; in one room on first floor; and cellar for stock.
BALLDON PROP 1 LLC,1:00 AM,254,NULL,"1300 Hyde Park Av, Hyde Park MA","(42.25410430000001, -71.12412549999999)",In three rooms - prep and work area and kitchen on the first floor;  Second Floor function room; Basement for stock.  GROUND FLOOR 110 SEATED  18 STANDING  1'ST FLOOR 40 SEATED  86 STANDING.
"WHO'S ON FIRST, INC.",2:00 AM,325,NULL,"21 Yawkey Wy, Boston MA","(42.34608069999999, -71.0985748)",In one room in basement with kitchen; cellar for stock.
552 TREMONT LLC,1:00 AM,30,NULL,"552 Tremont ST, Roxbury MA","(42.3437905, -71.0715161)",IN ONE ROOM ON THE FIRST FLOOR CAFE AND KITCHEN  ENTRANCE/EXIT TREMONT STREET AND WALTHAM STREET; BASEMENT FOR STORAGE.
"CAPITAL GRILLE HOLDINGS, INC.",1:00 AM,342,NULL,"900 Boylston ST, Boston MA","(42.3481503, -71.0836739)",ON ONE FLOOR WITHIN THE HYNES CONVENTION CENTER WITH ROOMS FOR DINING AND BAR  KITCHEN AND STORAGE.  MAIN ENTRANCE/EXIT LOCATED ON BOYLSTON STREET WITH ADDITIONAL ENTRANCES/EXITS LOCATED ON DALTON STREET AND THROUGH THE HYNES CONVENTION CENTER.  ALSO TO INCLUDE AN OUTDOOR PATIO FOR 32 PATRONS ON PRI
"THE CATERED AFFAIR, INC.",1:00 AM,2727,NULL,"700 Boylston ST, Boston MA","(42.3494163, -71.0788285)",BOSTON PUBLIC LIBRARY  IN WHOLE OF SAID BUILDING INCLUDING FIRST FLOOR  MEZZANINE  SECOND AND THIRD FLOORS AND COURTYARD WITH ENTRANCE AND EXITS ON DARTMOUTH STREET AND BOYLSTON STREET TO INCLUDE CAFE AND DINING ROOM ON FIRST FLOOR AND FUNCTION ROOMS ON FIRST FLOOR  MEZZANINE  SECOND AND THIRD FLOOR
"CHLN, INC.",2:00 AM,297,NULL,"58 Long Wharf RO, Boston MA","(42.3597515, -71.05034479999999)",Capacity breakdown: 1st fl - 133; 2nd fl - 75; basement - 89. IN WHOLE OF SAID BUILDING AND TO INCLUDE TWO (2) OUTDOOR PATIOS.  FRONT PATIO WITH SEATING FOR 76 PATRONS.  REAR PATIO WITH SEATING FOR 72.  PATIO HOURS OF OPERATION 11:30-11:00 PM.
"THE CHEESECAKE FACTORY RESTAURANTS, INC.",2:00 AM,376,NULL,"115 Huntington AV, Boston MA","(42.3459428, -71.0816638)",IN ONE LARGE ROOM ON THE GROUND FLOOR WITH ENTRANCE/EXIT ON BELVIDERE STREET AND HUNTINGTON AVENUE; KITCHEN AND STORAGE IN THE REAR & TO INCLUDE AN OUTDOOR SEASONAL PATIO FOR 26 PATRONS FROM APRIL THROUGH OCTOBER ON HUNTINGTON AVENUE  AND AN OUTDOOR SEASONAL PATIO FOR 20 PATRONS ON BELVIDERE STREET
"DRAM, LLC",2:00 AM,113,NULL,"1330 Boylston St, Boston MA","(42.3441433, -71.0983905)",IN ONE ROOM ON GROUND FLOOR WITH KITCHEN  OFFICE/STORAGE AND RESTROOMS IN REAR; MAIN ENTRANCE ON BOYLSTON STREET. AND EMERGENCY EXITS TO BOYLSTON AND JERSEY STREETS; AND TO INCLUDE AN OUTDOOR PATIO ALONG BOYLSTON STREET FOR 36 PATRONS ON PRIVATE PROPERTY. INSIDE CAPACITY 80 SEATED  33 STANDING.
"THE COLLEGE CLUB OF BOSTON, INC.",11:00 PM,182,NULL,"44 Commonwealth AV, Boston MA","(42.3527312, -71.0732864)",IN TWO FUNCTION ROOMS ON THE FIRST FLOOR  KNOWN AS THE DRAWING ROOM AND THE MEMBERS ROOM; KITCHEN AND STORAGE IN THE BASEMENT; EMERGENCY EXIT IN REAR OF BUILDING OUT TO THE ALLEY.
"FACILITY CONCESSION SERVICES, INC.",1:00 AM,1658,NULL,"98 Boylston ST, Boston MA","(42.3523376, -71.06517649999999)",Basement lobby  first  second and third floor  lobby and cellar for stock
"BADOINKAS, LLC",2:00 AM,211,NULL,"83 Harvard AV, Allston MA","(42.3534886, -71.13247489999999)",UNNUMBERED REAR ENTRANCE; IN THREE ROOMS AND KITCHEN ON THE FIRST FLOOR; CELLAR FOR STOCK AND  TO INCLUDE AN OUTDOOR PATIO ON PRIVATE PROPERTY FOR 35 PATRONS SEATED AND STANDING BETWEEN THE HOURS OF 11:00 A.M. - 10:00 P.M. CAPACITY BREAKDOWN: INSIDE -176 (96 STANDING  80 SEATED); OUTSIDE PATIO - 35.
"NEXT DROP,INC.",2:00 AM,99,NULL,"33 Massachusetts Av, Boston MA","(42.3502258, -71.0894577)",Rear emergency exit to alley; In one room and kitchen on first floor; Rear room for stock.
"FLAHERTY, INC.",2:00 AM,262,(617)268-7158,"16 W Broadway, South Boston MA","(42.3429586, -71.0568437)",16 18 West Broadway  rear entrance to cellar for stock; rear emergency exit; in three rooms and kitchen on the first floor; cellar for stock.  Capacity breakdown: 181 - dining; 65 - standing; 16 - seated.
"CALAMARI FISHERIES, INC.",1:00 AM,20,NULL,"323 Hanover St, Boston MA","(42.3640621, -71.05397239999999)",IN ONE ROOM  KITCHEN AREA  FIRST FLOOR - CELLAR FOR STOCK.
"CALAMARI COURT, INC.",1:00 AM,107,NULL,"2 Northern Av, Boston MA","(42.3543631, -71.0478822)",IN TWO ROOMS FOR DINING ON FIRST FLOOR W/ BAR IN FRONT ROOM WITH 18 SEATS AND SERVICE BAR IN BACK ROOM WITH TWO ROOMS FOR KITCHEN  STORAGE IN REAR.  ALSO  TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FOR 200 PATRONS; WITH A BAR WITH 38 SEATS AND A PORTABLE BAR FOR PRIVATE PARTIES BETWEEN
"RED ROCKETS, LLC",1:00 AM,62,NULL,"100 Chandler ST, Boston MA","(42.3462694, -71.0729009)",IN ONE ROOM AND KITCHEN ON FIRST FLOOR; CELLAR FOR STOCK.
"HALE MARKETING, INC.",1:00 AM,150,NULL,"3712 Washington St, Jamaica Plain MA","(42.3001659, -71.1131702)",3712-3716 Washington St; three rear entrances from yard for stock & emergency exits; in three rooms with function area & kitchen on the first floor; second floor & basement for stock. Adding a seasonal patio with outdoor seating for 22 patrons on private property. Hours of operation: 11AM-11:00 PM
"THE DUGOUT CAFE, INC.",2:00 AM,96,NULL,"722 Commonwealth AV, Boston MA","(42.3494571, -71.1061381)",TWO UNNUMBERED ENTRANCES IN REAR FOR STOCK; IN ONE ROOM
"EWALK SE1, LLC",1:00 AM,80,(617)536-2662,"1415 Washington ST, Roxbury MA","(42.3411578, -71.07057309999999)",ON FIRST FLOOR  TWO (2) MAIN DINING ROOMS WITH BAR LOCATED IN DINING ROOM #2  KITCHEN AND PRIVATE LOUNGE IN REAR OF BUILDING;  STORAGE IN BASEMENT.  MAIN ENTRANCE AND EXIT LOCATED ON WASHINGTON STREET.  PREMISES CONSISTS OF 3200 TOTAL SQUARE FEET.
"BOYLSTON ENTERTAINMENT, INC.",2:00 AM,672,NULL,"1 Boylston Pl, Boston MA","(42.352127, -71.066153)",BASEMENT LEVELthe whole incl. lobby  storage & upper seating level Cap:275. lst Floor the whole lst fr-incl. storage kitchen Cap:400. 2nd Floor the whole of 2nd fr Cap:300 also to include room on 2nd flr of 3 Boylston Pl with no increase in capacity & an outdoor café on Boylston Pl with 35 persons.
"TOASTED BROTHERS BB, LLC",2:00 AM,125,(617)456-7849,"35 Stanhope St, Boston MA","(42.3484833, -71.07313429999999)",IN ONE ROOM ON THE FIRST FLOOR DINING ROOM AND KITCHEN; ONE FUNCTION ROOM/LOUNGE PREP KITCHEN  STORAGE ROOM AND STOCKROOM IN LOWER LEVEL WITH AN OUTDOOR SEASONAL PATIO FOR 46 PATRONS FROM APRIL THROUGH OCTOBER.  Capacity breakdown: basement - 64
"The Frogmore, LLC",2:00 AM,95,(857)203-9462,"365 Centre ST, Jamaica Plain MA","(42.3226147, -71.1081877)",2266 Square Feet on the first floor and 400 square feet of basement area; kitchen in the rear left corner of the restaurant; storage area in the lower left; entrance/exit located at the corner of Centre Street and Creighton Street; exit at the rear of the building.
"HENRY'S DELICATESSEN, LLC",1:00 AM,90,NULL,"1395 Washington ST, Roxbury MA","(42.3413429, -71.0702513)",KITCHEN AND ONE DINING ROOM ON THE FIRST FLOOR  BASEMENT FOR PREPARATION AND STORAGE.  ENTRANCE AT 1395-1397 WASHINGTON STREET  WITH A REAR EXIT TO PASSAGEWAY LEADING TO UNION PARK STREET.
Galway House,2:00 AM,102,NULL,"Centre ST, Jamaica Plain MA","(42.3099321, -71.1152957)",Side emergency exit; rear entrance and bulkhead entrance in driveway for stock; in one room  kitchen and stockroom on first floor; cellar for stock.
"THE ISABELLA STEWART GARDNER MUSEUM, INCORPORATED",1:00 AM,1293,NULL,"280 Fenway, Boston MA","(42.3386917, -71.0988954)",ENTIRE FIRST FLOOR AND MONKS GARDEN FOR FUNCTIONS (EXISTING CAFE AND OUTSIDE TERRACE TO REMAIN); IN ONE (1) ROOM ON 2ND FLOOR FOR FUNCTIONS; IN TWO (2) ROOMS ON 4TH FLOOR FOR FUNCTIONS; BASEMENT FOR STORAGE. (ALL PER PLANS ON FILE WITH BOARD) AND TO ADD A NEW WING OF THE MUSEUM (A/K/A 25 EVANS WAY)
"SYMPHONY EXCHANGE, INC.",12:00 AM,90,NULL,"250 Huntington AV, Boston MA","(42.3422731, -71.0848704)",IN ONE ROOM ON THE FIRST FLOOR  KITCHEN AND STORAGE IN THE REAR.
"1625 EXCHANGE, INC.",1:00 AM,42,NULL,"1625 Tremont ST, Roxbury MA","(42.3339084, -71.10349939999999)",IN ONE ROOM  KITCHEN AND STORAGE ON FIRST FLOOR  ENTRANCE ON TREMONT STREET  WITH EMERGENCY EXIT IN THE REAR AND TO INCLUDE A SEASONAL OUTDOOR PATIO OFF REAR OF PREMISES FOR 24 PATRONS FROM MAY THROUGH OCTOBER BETWEEN THE HOURS OF 9:00 A.M. - 10:00 P.M.
"BOSTON PUBS, LLC",2:00 AM,231,NULL,"148 State ST, Boston MA","(42.3593356, -71.0542107)",IN ONE ROOM AND MEZZANINE ON FIRST FLOOR WITH KITCHEN IN REAR; STORAGE AND FUNCTION ROOM IN THE BASEMENT.  CAPACITY BREAKDOWN: UPPER LEVEL - 277; LOWER LEVEL - 100.
THE 15 LAGRANGE STREET CORPORATION,2:00 AM,99,NULL,"22 Lagrange St, Boston MA","(42.3514563, -71.0634382)",IN ONE ROOM ON THE FIRST FLOOR  IN ONE ROOM ON THE SECOND FLOOR WITH KITCHEN  STORAGE IN THE BASEMENT.  MANAGEMENT OFFICES AND DRESSING ROOMS FOR ENTERTAINERS ON THE 3RD FLOOR.  Capacity breakdown: 1st fl - 17 @ booths  16 @ stools  27 @ standing; 3rd fl - 25 seated  14 standing.
"GLENVILLE TAVERN SERVICES, INC.",1:00 AM,95,NULL,"87 Glenville Av, Allston MA","(42.34954990000001, -71.1349645)",ONE STORY COMMERCIAL BUILDING AT 85-93 GLENVILLE AVE; ALLSTON  MA 02134 WITH 3 ENTRANCES/EXITS (2 ON GLENVILLE AVE. AND 1 IN REAR OF THE BUILDING)  CONTAINING 2 DINING ROOMS  1 KITCHEN  2 BATHROOMS  1 WALK IN COOLER  1 MOP ROOM AND BASEMENT.  WITH 1:00 A.M. CLOSING HOUR.
"OXFORD HOTELS AND RESORTS, LLC",2:00 AM,0,(617)634-2959,"505 Washington St, Boston MA","(42.3547484, -71.0616134)",In whole of said building  known as 505 Washington Street (f/k/a 59 Temple Place)  consisting of 135 000 S.F.  242 guest rooms with minibar service  lobby  offices  conference and meeting rooms  a 4 257 square foot ground floor restaurant of 100 seats and a bar with 13 seats  and a lobby bar with 10
"170, LLC",2:00 AM,206,NULL,"170 Milk St, Boston MA","(42.3587305, -71.05251609999999)",170 MILK STREET ENTRANCE - FIRST FLOOR 2 ROOMS  BASEMENT FOR COOKING  STORAGE  STOCK WITH ADDITIONAL BAR AREA AND SEATING FOR DINING.  OUTSIDE SEASONAL PATIO ON PRIVATE LAND WITH 30 SEATS BETWEEN THE HOURS OF 11:00 A.M. - 1:00 A.M.  (CAPACITY BREAKDOWN: 206 PERSONS AS FOLLOWS: STREET LEVEL - 14-PERS
"DAVID N. MURRAY, INDIVIDUAL",2:00 AM,295,NULL,"69 Canal ST, Boston MA","(42.3641132, -71.05936419999999)",In one room on the first floor; basement for stock  kitchen  restrooms office  function rooms and outside patio for 60 patrons seated or 180 patrons standing.
"GREEN BRIAR TAVERN, INC.",1:00 AM,360,NULL,"280 Washington ST, Brighton MA","(42.3481283, -71.15018959999999)",Three rear entrances from yard for stock; in four rooms and kitchen on the first floor; cellar for stock; one room to be used for function with total seating capacity of 360 persons  and secondly to include an outdoor seasonal patio.
"GALWAY, INC.",2:00 AM,693,NULL,"85 Causeway ST, Boston MA","(42.36459199999999, -71.062382)",200 PORTLAND STREET - WITH ENTRANCE AND EXITS ON CAUSEWAY STREET AND PORTLAND STREET WITH FOUR ROOMS AND TWO BAR AREAS ON THE GROUND LEVEL AND FOUR ROOMS AND A KITCHEN WITH THREE STORE ROOMS IN THE LOWER LEVEL.
"ANGLO HOSPITALITY, INC.",1:00 AM,45,NULL,"2 Perkins St, Jamaica Plain MA","(42.3217765, -71.1104062)",IN TWO ROOMS ON FIRST FLOOR  KITCHEN AND STORAGE IN REAR.  CAPACITY BREAKDOWN: BAR - 6; FRONT - 9; DINING/LOUNGE - 30.
"SPORTER'S CAFE, INC.",2:00 AM,150,NULL,"228 Cambridge ST, Boston MA","(42.3609789, -71.0666533)",IN ONE ROOM AND KITCHEN  FIRST FLOOR BASEMENT FOR STOCK AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FOR 20 PATRONS BETWEEN THE HOURS OF NOON AND 11:00 P.M. DPW LAND
"BOSTON SPEAKEASY, INC.",2:00 AM,180,NULL,"1277 Commonwealth AV, Allston MA","(42.34980119999999, -71.1333863)",In three rooms  kitchen and stockroom on the first floor with seasonal patio.
"MRJ, INC.",2:00 AM,150,NULL,"18 Province ST, Boston MA","(42.35728100000001, -71.059575)",Rear emergency exit; in one room  balcony and kitchen first floor; cellar for stock.  CAPACITY BREAKDOWN: MEZZANINE - 80; 1ST FL - 70.
"ROCK HARD PRODUCTIONS, INC.",1:30 AM,260,NULL,"216 Hanover St, Boston MA","(42.3629802, -71.0555571)",@ 216 HANOVER STREET: BASEMENT THEATER WITH A CAPACITY OF 260 PERSONS WITH AN OUTER ROOM WITH A SMALL STAGE AND TABLES & CHAIRS.  TWO MEANS OF EGRESS - ONE IN FRONT OF THE BUILDING AND ONE IN THE REAR.  CAPACITY BREAKDOWN: THEATER - 195 SEATED; LOUNGE - 4
"HE PUB, INC.",1:00 AM,88,NULL,"144 South ST, Jamaica Plain MA","(42.3050821, -71.11439639999999)",Rear entrance to utility room - from alley leading from hall for stock; One room and utility room first floor; cellar for stock.
"CLASSIC RESTAURANT CONCEPTS II, LLC",2:00 AM,248,(617)742-7301,"2 Center PZ, Boston MA","(42.3595669, -71.060188)",In two rooms on the first floor; kitchen and storage in the rear  with seasonal outdoor dining in front of premises and satellite service bar on outdoor patio.
"F.S. POPS, LLC",MIDNIGHT,48,NULL,"560 Tremont St, Roxbury MA","(42.343632, -71.0717782)",IN 2 ROOMS ON THE FIRST FLOOR; KITCHEN IN THE REAR  STORAGE IN THE BASEMENT AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM MAY THROUGH OCTOBER FOR 17 PATRONS BETWEEN THE HOURS OF 11:30 A.M. - 11:00 P.M.  MANAGEMENT AGREEMENT APPROVED BY BLB AND ABCC BETWEEN F.S. POPS  LLC AND THE  KITCHEN  LLC.
"NOLAN ASSOCIATES, LLC",11:00 PM,347,NULL,"6 Long Wh, Boston MA","(42.3599649, -71.04984480000002)",In whole of said building with outdoor patio and bar area on adjacent wharf area.
PACIFIC BOSTON SERVICE CORPORATION,2:00 AM,0,NULL,"250 Franklin ST, Boston MA","(42.3564331, -71.0547923)",In whole of said building and that portion of One Post Office Square as shown on plans filed with the Board and an outside patio on Pearl Street with seating capacity of 42 persons.  SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.  Bottle service approved (2009) for Bond Restaurant.
"LAST DROP, INC.",2:00 AM,105,NULL,"Washington ST, Brighton MA","(42.3464601, -71.1470179)",Two rear entrances to cellar from privateway and bulkhead entrance to cellar for stock; in two rooms and kitchen on first floor; cellar for stock.
"CALLAN HOSPITALITY,INC.",2:00 AM,120,NULL,"102 Broad St, Boston MA","(42.3574214, -71.05215439999999)",IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.  AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FOR 30 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - MIDNIGHT. (CAPACITY: 60 SEATED AND 60 STANDING.)
"ATLANTIC 101, INC.",1:00 AM,240,NULL,"101 Atlantic AV, Boston MA","(42.3617246, -71.0523308)",Mercantile Wharf Building - Bays 7 8 9; In two rooms  and an enlarged kitchen on the first floor; cellar for stock; plus outdoor patio; with a decrease in capacity to 240.
"THE PARISH CAFE, INC.",2:00 AM,140,NULL,"359 Boylston St, Boston MA","(42.3519535, -71.0716209)",In one room on the ground floor  with kitchen and storage in the rear  and a seasonal patio with a capacity of 40 on sidewalk in front of premises.
"SATURDAY AFTERNOON, INC.",2:00 AM,1262,NULL,"1254 Boylston St, Boston MA","(42.3448775, -71.0957999)",IN TWO ROOMS FIRST FLOOR WITH SERVICE KITCHEN; TWO ROOMS AND STORAGE ROOM IN THE BASEMENT AND  TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER FOR 37 PATRONS ON PRIVATE PROPERTY.
"TRIPLE PS, LLC",1:00 AM,139,(617)869-0488,"28 W Broadway, South Boston MA","(42.342723, -71.0564857)",IN ONE FLOOR WITH KITCHEN  DINING ROOM  BAR WITH SEATING  TWO ENTRANCES  TWO EXITS AND 80 SEATS.
"MABROTHERS, LLC",1:00 AM,182,NULL,"10 Bosworth ST, Boston MA","(42.35684880000001, -71.06029269999999)",WITH ENTRANCE EMERGENCY EXITS  IN ONE ROOM  WAITING AREA KITCHEN ON FIRST FLOOR  SUB-BASEMENT FOR STOCK; CLAM BAR AND DEL. DOOR FOR STOCK AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL - OCTOBER FOR 30 PATRONS ON PRIVATE PROPERTY BETWEEN THE HOURS OF 8:00 A.M. - 11:00 P.M.  Inside capacity brea
YOEVE CORP.,1:00 AM,65,NULL,"1152 River ST, Hyde Park MA","(42.2564595, -71.120328)",Rear entrance for stock; in two rooms and kitchen on first floor; cellar for stock.
"RAGLIN ROAD, INC.",2:00 AM,253,NULL,"60 Franklin ST, Boston MA","(42.3556603, -71.05843759999999)",IN THE FIRST FLOOR  EXIT IN REAR  BAR AND SEATING AREA.  DOWN LOWER LEVEL  EXIT IN REAR  BATHROOMS  PRIVATE DINING ROOM AND KITCHEN.  WITH A 2:00 AM CLOSING HOUR.
"BROUGHTON ENTERPRISES, INC.",2:00 AM,99,NULL,"3492 Washington ST, Jamaica Plain MA","(42.3062541, -71.1074603)",3496 3498 WASHINGTON STREET; EMERGENCY EXIT FROM REAR OF DINING ROOM; BULKHEAD ENTRANCE TO CELLAR FOR STOCK - ONE LARGE ROOM AND KITCHEN FIRST FLOOR; CELLAR FOR STOCK.  Capacity breakdown: 35 seated  64 standing.
"BK & PF, LLC",2:00 AM,273,NULL,"222 Friend St, Boston MA","(42.364196, -71.0609699)",IN ONE LARGE ROOM ON THE FIRST FLOOR WITH KITCHEN  ONE ENLARGED ROOM ON THE FIRST FLOOR WITH ENTRANCE AT 224 FRIEND STREET.  ONE ROOM ON SECOND FLOOR  CELLAR FOR STOCK.  Capacity breakdown: 128 seated  145 standing.
"THE OCEANAIRE RESTAURANT COMPANY, INC.",1:00 AM,310,NULL,"40 Court St, Boston MA","(42.3588496, -71.0592945)",ONE FLOOR AT STREET LEVEL AND ONE FLOOR AT BASEMENT LEVEL.  THE STREET LEVEL WILL CONSIST OF ONE OPEN DINING ROOM WITH A FIXED BAR  KITCHEN AND STORAGE IN BASEMENT LEVEL.  Capacity breakdown: 285 seated  25 standing.
"GMRI, INC.",11:00 PM,260,NULL,"Allstate Rd, Dorchester MA","(42.325841, -71.06336379999999)",IN 4 DINING ROOMS  ONE LOUNGE AREA  KITCHEN AND STORAGE IN THE REAR. 230 SEATED  30 STANDING.
